variant,scale,seed,acceptance_rate,vehicle_km,avg_wait,p95_wait,avg_walk,avg_ivt,detour_ratio,fairness_index,cpu_time
FullModel,200,44,0.23,405.7239392064893,378.54723362351007,776.0421679726553,136.12944813932526,1067.849087844498,0.985566828150765,0.3975533710434833,0.3836941998451948
AblationNoRollingHorizon,200,44,0.27,663.7620286138981,3163.223773644424,13873.929313863964,1775.7639237660303,7436.705413556644,6.926462932324292,0.5102488749003637,1.2768753001000732
AblationNoChoice,200,44,0.47,1298.3384138553386,390.4639229589816,968.1219046570988,136.8526493570137,1117.4072367580575,1.0171788037444396,0.4286349361806281,15.664111099904403
DoorToDoor,300,42,0.7033333333333334,2957.1472127585703,4971.975508970815,16875.81907721148,0.0,3740.556233615142,3.88992745453561,0.5370355546198822,12.388740899972618
SingleSidedPickup,300,42,0.64,2510.2679390677977,4990.962614788426,17763.534966801253,1442.2824995076126,3559.702663794987,3.120042519011246,0.5310516257025992,60.04750290000811
BidirectionalNoChoice,300,42,0.5766666666666667,2192.2270276726713,5575.034953986755,17056.233236785924,1805.3057774144543,4111.752160310705,4.007536662721866,0.5130325976769405,29.485580599866807
FullModel,300,42,0.20333333333333334,702.1295733557059,411.43401553875196,882.7567241656106,29.221182959281457,900.6207560336387,0.9982142067121598,0.45985077682973885,1.86337640020065
AblationNoRollingHorizon,300,42,0.30666666666666664,960.4147876543409,2573.797412956628,14123.96856933924,1829.4687277993257,6574.476592515549,7.461013037874479,0.5168637870610917,3.7350826000329107
AblationNoChoice,300,42,0.5266666666666666,1941.0480556635457,426.8539313300844,1025.4145907858983,86.72923793892804,1048.8843265566088,1.0207303994025705,0.4198308942531679,43.17791819991544
DoorToDoor,300,43,0.6266666666666667,2785.7528784327915,5166.943720478974,17553.1727227269,0.0,4170.9165438770715,5.1248900212497395,0.5551098983831368,9.576574699953198
SingleSidedPickup,300,43,0.6733333333333333,2658.3629907651953,5150.139948956847,15543.230525948593,1296.5819368269208,3961.736243452712,3.9115004982762436,0.5481686320320864,52.644233299884945
BidirectionalNoChoice,300,43,0.65,2205.364139053489,5519.994082262315,16521.316676122933,1758.3594406989896,3839.426501398925,3.9141330059986466,0.5187427107551956,33.80780620011501
FullModel,300,43,0.22,695.623086773336,521.9304834287058,954.2316934994197,174.89720273272528,902.1648532377542,0.9785186376690707,0.4470172402356405,1.9206318999640644
AblationNoRollingHorizon,300,43,0.31666666666666665,924.9656402672073,3485.2742794704536,19927.58969715713,1785.8204483101895,5901.942897311605,6.335522198106594,0.5328799455306492,4.271370999980718
AblationNoChoice,300,43,0.5066666666666667,1654.732500440642,345.5295262113206,960.9277215262229,157.503341971171,1061.6341489013128,1.038429719418796,0.42577794031464533,56.262723099906
DoorToDoor,300,44,0.5933333333333334,2650.2748774479946,5371.534845043382,17953.232412880985,0.0,4286.325315686699,4.185320591256617,0.5342918932803808,8.09046129998751
SingleSidedPickup,300,44,0.61,2246.220942598077,4849.408387167401,16377.061510165493,1498.0292809773532,3624.565105210856,3.1421936212009287,0.5088228546907314,49.96811560005881
BidirectionalNoChoice,300,44,0.5333333333333333,2140.148871877793,6301.883729082767,19358.02337794297,1778.081775657914,4057.0259678710618,3.7197868025420533,0.5026995652147326,20.958610399859026
FullModel,300,44,0.21,731.4735280162223,474.19667552115436,1041.1805747220244,80.29256814559922,995.0516037993514,0.997124878930289,0.3929484169482127,1.436790500069037
AblationNoRollingHorizon,300,44,0.22333333333333333,728.252615767705,5310.487810322512,23845.369803513324,1741.3936844818857,7252.629073113569,6.813153242100299,0.5410295960317646,4.5095993999857455
AblationNoChoice,300,44,0.49333333333333335,1866.507833377068,390.040656880555,1049.2872300423094,57.74287705190771,1062.9122271276522,1.0053523741623516,0.4258552391875703,43.93406939995475
DoorToDoor,500,42,0.73,5360.478116961726,5139.494831496207,16526.961448751725,0.0,3532.932041938844,3.2194955374104075,0.547460001340043,35.45150630013086
SingleSidedPickup,500,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BidirectionalNoChoice,500,42,0.64,3664.2457118949633,5023.948779172222,16508.854010847295,1789.034996173851,4512.962872036216,4.401256008618302,0.5056474185764666,98.23749059997499
FullModel,500,42,0.202,1026.300480863813,407.01921083277637,800.6431722158686,52.53142558886605,925.2800693741233,0.9955531248497103,0.3918443273543952,4.20009439997375
AblationNoRollingHorizon,500,42,0.278,1409.6365294033383,4598.346660968772,21169.811890156107,1829.123770665481,7408.737884729831,8.603666865209957,0.525379976700791,14.26896690018475
AblationNoChoice,500,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,500,43,0.73,5012.940596829457,5179.370642375464,17102.663533428688,0.0,3641.9452110989796,3.538914112793463,0.5331351883116267,41.530912100104615
SingleSidedPickup,500,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BidirectionalNoChoice,500,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FullModel,500,43,0.24,1260.396944038338,369.5501930114607,781.0074975419456,89.92918903966856,960.0949165853979,1.0018509430082299,0.4048917582146263,2.7194539001211524
AblationNoRollingHorizon,500,43,0.3,1311.2771197071554,3818.268195966339,19998.36693519449,1799.6089150501334,6799.644168900177,7.005419892374864,0.538751857205918,16.841240500099957
AblationNoChoice,500,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,500,44,0.652,4719.591353269326,5279.119347003802,17883.109868353597,0.0,3743.672146362259,3.358184014324624,0.5158170822413892,28.335317499935627
SingleSidedPickup,500,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BidirectionalNoChoice,500,44,0.608,3683.126330905194,5013.047879926876,17116.72142282464,1753.289339528456,4999.168100110039,5.053752516242903,0.4926447162937071,89.07140569994226
FullModel,500,44,0.228,1283.2554794174239,401.236884509105,972.2524747727625,121.99185929902524,980.1583257758114,1.0071168498444847,0.42753875783291306,2.686128499917686
AblationNoRollingHorizon,500,44,0.236,1226.0360313490999,4676.281553839714,19823.85380269929,1750.584878475544,9121.718431069596,8.89471521413688,0.4880578185919262,16.143614999949932
AblationNoChoice,500,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
