variant,scale,seed,acceptance_rate,vehicle_km,avg_wait,p95_wait,avg_walk,avg_ivt,detour_ratio,fairness_index,cpu_time
SingleSidedPickup,200,42,0.53,1465.3895717368423,6278.247864740178,19308.400353788405,1485.4432087622076,3982.2945115015837,3.77090023349162,0.5252811221422509,19.818155499873683
BidirectionalNoChoice,200,42,0.565,1491.6739584081317,6112.763553209753,18567.512415457855,1883.7290745264677,4128.1496521369745,3.936186713962257,0.5061529077334519,10.875077800126746
FullModel,200,42,0.175,407.5613076658181,457.59279307780173,958.1582098727018,56.70939368377723,1094.0853701918631,1.0,0.42393581159897376,3.856243700021878
AblationNoRollingHorizon,200,42,0.245,536.047504542405,1277.3584163935284,4844.301682308701,1877.9626474420297,6070.065097670586,4.794702672105184,0.5257820279934577,0.8554039001464844
AblationNoChoice,200,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,200,43,0.72,2152.4560446338796,5247.164502689802,16154.080893954639,0.0,3218.9767161301593,3.146380036400918,0.5469871459229274,3.968697600066662
DoorToDoorCapped,200,43,0.235,868.4291179862194,5905.789740992112,21345.290360049567,0.0,3384.1736721757593,3.145754764781244,0.5314362966467205,0.3494790999684483
SingleSidedPickup,200,43,0.675,1789.284817675928,5475.021728043139,18712.137113323028,1299.2667640958405,3129.0743434936894,3.09047723904687,0.5344367256144384,21.11672450019978
BidirectionalNoChoice,200,43,0.7,1717.6473212150815,5142.701816530976,14652.5783393637,1750.6510850589632,3701.4108297139005,3.4971112863398868,0.5106982105848381,13.510480999946594
FullModel,200,43,0.2,375.5002849752039,489.6661028700817,1003.6139597112711,0.0,1025.6224800648638,1.0,0.44215958494583885,5.156616299878806
AblationNoRollingHorizon,200,43,0.195,506.2058299396678,4986.76243816207,20257.197160156065,1698.806579539337,7004.408667927656,6.460065976815626,0.5155246664578752,1.0445009998511523
AblationNoChoice,200,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,200,44,0.55,1765.4409448592785,4601.595748705629,14736.583312220175,0.0,3729.838309084229,3.128560881494736,0.5332028369738309,2.2384112998843193
DoorToDoorCapped,200,44,0.235,792.461996667696,4369.833438811499,13969.572206987808,0.0,3622.7243759082694,3.5468849160121367,0.5453937567443703,0.497038499917835
SingleSidedPickup,200,44,0.565,1446.1348951192833,5086.874757959301,14660.496194525005,1336.8000512254462,3091.2424915246697,2.648968976485513,0.49447453182365075,16.9769365999382
BidirectionalNoChoice,200,44,0.545,1396.4964004827848,4132.190138947887,13505.114003738512,1782.2227667901693,3962.6468446964245,3.846930245978527,0.4661377933240025,7.0282150998245925
FullModel,200,44,0.18,367.1773929571017,349.63967906508975,743.4747509190192,159.05873057754238,990.3979676570679,1.002802780582014,0.41085098639441875,4.854780500056222
AblationNoRollingHorizon,200,44,0.2,524.6518134563962,3916.612885722897,17872.86694016705,1712.4308540202358,6056.05241102613,6.907096306930481,0.5712350263169643,0.7268598999362439
AblationNoChoice,200,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,300,42,0.7033333333333334,2957.1472127585703,4971.975508970815,16875.81907721148,0.0,3740.556233615142,3.88992745453561,0.5370355546198822,12.216628700029105
DoorToDoorCapped,300,42,0.23666666666666666,1083.5575570164076,3705.4102159923254,13308.871636277705,0.0,3193.6939127206097,4.251706179194713,0.5758658390993268,0.6714827001560479
SingleSidedPickup,300,42,0.64,2510.2679390677977,4990.962614788426,17763.534966801253,1442.2824995076126,3559.702663794987,3.120042519011246,0.5310516257025992,61.627275799866766
BidirectionalNoChoice,300,42,0.5766666666666667,2192.2270276726713,5575.034953986755,17056.233236785924,1805.3057774144543,4111.752160310705,4.007536662721866,0.5130325976769405,30.381771499989554
FullModel,300,42,0.17666666666666667,467.91684574139947,491.13423211721175,1342.3976407188497,26.277062856850122,958.8796323862955,1.0,0.4585493302578578,3.8924585999920964
AblationNoRollingHorizon,300,42,0.15666666666666668,469.99311580228476,5066.414352167923,21867.486150571018,1923.4312735643455,7257.372560542216,8.26125532722958,0.49499707535028614,3.3664768000598997
AblationNoChoice,300,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,300,43,0.6266666666666667,2785.7528784327915,5166.943720478974,17553.1727227269,0.0,4170.9165438770715,5.1248900212497395,0.5551098983831368,9.56692080013454
DoorToDoorCapped,300,43,0.23666666666666666,1167.6694320083413,5094.761199312931,17391.717171321394,0.0,3715.399444081124,4.081853912826837,0.5647216616141768,0.9721801001578569
SingleSidedPickup,300,43,0.6733333333333333,2658.3629907651953,5150.139948956847,15543.230525948593,1296.5819368269208,3961.736243452712,3.9115004982762436,0.5481686320320864,52.45977379987016
BidirectionalNoChoice,300,43,0.65,2205.364139053489,5519.994082262315,16521.316676122933,1758.3594406989896,3839.426501398925,3.9141330059986466,0.5187427107551956,33.49364889995195
FullModel,300,43,0.19333333333333333,624.3969836393946,502.6886604231345,1005.5374293559756,98.84254129276493,971.0929107843705,1.0,0.4082422561610608,12.388225500006229
AblationNoRollingHorizon,300,43,0.2633333333333333,856.218372933343,2080.0716813441995,12429.555425266652,1776.4388233003947,7749.963852789296,9.223676330319014,0.54519546798331,2.4413969998713583
AblationNoChoice,300,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,300,44,0.5933333333333334,2650.2748774479946,5371.534845043382,17953.232412880985,0.0,4286.325315686699,4.185320591256617,0.5342918932803808,8.205406400142238
DoorToDoorCapped,300,44,0.23666666666666666,1115.388298074725,4941.117998648417,17377.77889409219,0.0,4428.049295248067,3.8081011265091123,0.5292443388748036,1.072502699913457
SingleSidedPickup,300,44,0.61,2246.220942598077,4849.408387167401,16377.061510165493,1498.0292809773532,3624.565105210856,3.1421936212009287,0.5088228546907314,52.93495989986695
BidirectionalNoChoice,300,44,0.5333333333333333,2140.148871877793,6301.883729082767,19358.02337794297,1778.081775657914,4057.0259678710618,3.7197868025420533,0.5026995652147326,21.79059679992497
FullModel,300,44,0.18666666666666668,575.9915073381621,421.00746768494406,1068.5129147136631,151.38555419328574,924.8824395271403,1.0,0.3979979247748171,8.612988700158894
AblationNoRollingHorizon,300,44,0.25666666666666665,904.9936819906006,2402.1505110938033,12497.69526264042,1736.6842843849183,6394.76572010266,5.839798617088707,0.5393922366230175,1.6119518999475986
AblationNoChoice,300,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,500,42,0.73,5360.478116961726,5139.494831496207,16526.961448751725,0.0,3532.932041938844,3.2194955374104075,0.547460001340043,37.009582000086084
DoorToDoorCapped,500,42,0.236,1890.4266087217138,4850.499870698985,17913.136097734558,0.0,3512.0847265869484,2.811426012130242,0.5519981922801576,2.9134245000313967
SingleSidedPickup,500,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BidirectionalNoChoice,500,42,0.64,3664.2457118949633,5023.948779172222,16508.854010847295,1789.034996173851,4512.962872036216,4.401256008618302,0.5056474185764666,101.62525130016729
FullModel,500,42,0.186,1019.8951488823899,424.23085556812623,923.7389734185463,54.607671319497214,1007.1047055585157,1.0,0.4215644526177109,15.475849200040102
AblationNoRollingHorizon,500,42,0.23,1175.1608300542619,4611.9919850142005,21543.661283673533,1773.6580084198545,8419.536835968336,8.682003926151454,0.505576334736707,9.96097719995305
AblationNoChoice,500,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,500,43,0.73,5012.940596829457,5179.370642375464,17102.663533428688,0.0,3641.9452110989796,3.538914112793463,0.5331351883116267,43.3423423001077
DoorToDoorCapped,500,43,0.236,1679.4695496204106,4814.418189284962,15501.479254138201,0.0,3569.040363029582,3.380767544129007,0.5557086906440609,3.6678827998694032
SingleSidedPickup,500,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BidirectionalNoChoice,500,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FullModel,500,43,0.212,1110.098249870564,433.8772311602843,941.7739546671838,123.62873091166868,998.9814516222019,1.0256531641880464,0.4244601194600135,47.439541399944574
AblationNoRollingHorizon,500,43,0.182,976.8176039712705,6936.524308000928,22247.834835783957,1856.330330031846,6416.17497695435,6.122941524076257,0.4559559389107728,13.447303799912333
AblationNoChoice,500,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoorToDoor,500,44,0.652,4719.591353269326,5279.119347003802,17883.109868353597,0.0,3743.672146362259,3.358184014324624,0.5158170822413892,29.059015000006184
DoorToDoorCapped,500,44,0.236,1867.1533071378321,4852.8803569517195,16233.870013641263,0.0,3374.2730969488075,3.050158770819211,0.5134374584983081,2.983364999992773
SingleSidedPickup,500,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BidirectionalNoChoice,500,44,0.608,3683.126330905194,5013.047879926876,17116.72142282464,1753.289339528456,4999.168100110039,5.053752516242903,0.4926447162937071,89.30882650008425
FullModel,500,44,0.188,1085.07958631869,420.69761858489926,976.0704433499878,100.69119690155344,968.7721457487954,1.0057338245572915,0.40052616057171386,19.45212160004303
AblationNoRollingHorizon,500,44,0.258,1311.5904933383547,2694.966533270789,15754.459825268674,1727.0532190097667,7954.727886966819,8.722235419208742,0.5054799002512489,7.890677999937907
AblationNoChoice,500,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
